KEY,Vietnamese,English
StrongHeart_level2_des,Tăng [RaiseMaxHPEffect_param1_1]% Sinh Lực Tối Đa,MAX HP is increased by [RaiseMaxHPEffect_param1_1]%
StrongHeart_level3_des,"Khi Sinh Lực xuống dưới [StrongHeartRegenerateHPEffect_param1_2]%, nhận được hiệu ứng hồi phục [StrongHeartRegenerateHPEffect_param2_2]% Sinh Lực mỗi giây trong [StrongHeartRegenerateHPEffect_param3_2]s ( chỉ kích hoạt một lần )","When HP is less than [StrongHeartRegenerateHPEffect_param1_2]%, receives a recovery effect of [StrongHeartRegenerateHPEffect_param2_2]% HP/s for [StrongHeartRegenerateHPEffect_param3_2] s (can be active only once)"
CounterAttack,Đẩu Chuyển Tinh Di,Counterattack
CounterAttack_des,"Mộ Dung Phục có tỉ lệ [CounterAttackEffect_param1_0]% đánh bật đòn tấn công của đối phương : không bị dính sát thương, phản kích lại kẻ địch với sát thương bằng 100% Sức Tấn Công","Grants a [CounterAttackEffect_param1_0]% chance to counter an enemy’s attack, receiving 0 damage and reflecting 100% ATK back to the enemy"
CounterAttack_level2_des,Tăng tỉ lệ phản kích kẻ địch lên thành [CounterAttackEffect_param1_1]%,Chance is increased to [CounterAttackEffect_param1_1]%
CounterAttack_level3_des,Tăng tỉ lệ phản kích kẻ địch lên thành [CounterAttackEffect_param1_2]%,Chance is increased to [CounterAttackEffect_param1_2]%
Tornado,Long Quyển Phong,Tornado
Tornado_des,"Dùng chân khí cuộn quanh người, gây sát thương diện rộng bằng [param1_0]% Sức Tấn Công mỗi giây trong [channelingTime]s. Trong khi chân khí xoay quanh, kháng toàn bộ hiệu ứng xấu",Hero uses a spear to create a mighty whirlwind that deals [param1_0]% AOE damage/s for [channelingTime] s and grants Hero immunity to all negative statuses for 3 s
Tornado_level2_des,"Khi chân khí tổn tại, [ModifyReceiveNormalAttackDmgEffect_param1_1]% mọi sát thương nhận vào",All types of damage is reduced by [ModifyReceiveNormalAttackDmgEffect_param1_1]% while using Tornado
Tornado_level3_des,Tăng sát thương gây ra mỗi giây lên thành [param1_2]% Sức Tấn Công,Damage is increased to [param1_2]%/s
FlowerTrap,Thiên Hạ Vô Cẩu,Flower Trap
FlowerTrap_des,"Tuyệt kỹ của Đả Cẩu Bổng Pháp, khiến 3 kẻ địch ngẫu nhiên bị phế võ công và không thể di chuyển trong [RootEffect_duration_0]s. Kẻ địch trúng chiêu bị giảm Phòng Ngự [ReduceDefenseEffect_param1_0]% và nhận sát thương [param1_0]% Sức Tấn Công mỗi giây.","Summons 3 giant flowers from the ground, rooting and silencing 3 random enemies for [RootEffect_duration_0] s. Rooted enemies get DEF reduced by [ReduceDefenseEffect_param1_0]% and receive [param1_0]% damage per second."
FlowerTrap_level2_des,Sát Thương tăng thành [param1_1]%.,Damage is increased by [param1_1]%.
FlowerTrap_level3_des,Thời gian hiệu ứng tăng thành [RootEffect_duration_2]s.,Root duration is increased to [RootEffect_duration_2] s.
FlowerTrap_level4_des,Số mục tiêu tăng thành 4,
SilentPassive,Dẫn Cẩu Nhập Trại,Silent Passive
SilentPassive_des,"Đánh thường khiến kẻ địch mất [SilenceNormalAttackEffect_param1_0]% Tốc Độ Đánh, chồng lên tối đa [SilenceNormalAttackEffect_param2_0] lần. Sau khi xếp chồng tối đa, kẻ địch bị phế võ công trong [SilenceNormalAttackEffect_param3_0]s.","The Normal attack slows enemy attack speed by [SilenceNormalAttackEffect_param1_0]%, stacking a maximum of [SilenceNormalAttackEffect_param2_0] times. After the stack reaches its maximum, the enemy is silenced for [SilenceNormalAttackEffect_param3_0] s."
SilentPassive_level2_des,Phế Võ Công [SilenceNormalAttackEffect_param3_1]s.,Silence duration is increased to [SilenceNormalAttackEffect_param3_1] s.
SilentPassive_level3_des,"Giảm [SilenceNormalAttackEffect_param1_2]% Tốc Độ Đánh của địch với mỗi cú đánh, xếp chồng tối đa [SilenceNormalAttackEffect_param2_0] lần.",Slow duration is increased to [SilenceNormalAttackEffect_param1_2]%.
NatureGrasp,Bát Cẩu Triều Thiên,Nature’s Grasp
NatureGrasp_des,"Dùng bổng điểm huyệt kẻ địch, làm kẻ địch mất khả năng nhận phục hồi Sinh Lực và Nội Lực trong [BlockHPEffect_duration_0]s.","Summons vines to wrap around a random enemy, causing the enemy to lose Mana and HP for [BlockHPManaEffect_duration_0] s."
NatureGrasp_level2_des,Tăng thời gian lên [BlockHPEffect_duration_1]s.,Status duration is increased to [BlockHPManaEffect_duration_1] s.
NatureGrasp_level3_des,Điểm Huyệt [param1_2] kẻ địch.,Targets [param1_2] enemies.
Charge,Lạc Thủy Đả Cẩu,Charge
Charge_des,"Mỗi khi đổi mục tiêu, Hoàng Dung khinh công đến gây sát thương [param1_0]% Sức Tấn Công cho kẻ địch, gia tăng [RaiseDefenseEffect_param1_0]% Phòng Ngự cho bản thân trong [RaiseDefenseEffect_duration_0]s.","Whenever changing the Charge target, Simon deals damage equal to [param1_0]% ATK to the enemy and enemy DEF is reduced to [ReduceDefenseEffect_param1_0]% for 3 s."
Charge_level2_des,Gây Sát Thương [param1_1]% Sức Tấn Công.,Damage dealt is increased to [param1_1]%.
Charge_level3_des,Tăng [RaiseDefenseEffect_param1_2]% Phòng Ngự cho bản thân.,Reduces enemy DEF by [ReduceDefenseEffect_param1_2]%.
WaveForm,Thái Ất Tiêu Dao Công,Wave Form
WaveForm_des,"Dùng chân khí bao phủ bản thân, lao đến tấn công kẻ địch xa nhất. Đầu trận có tỉ lệ nhỏ sử dụng ngay lập tức. Chân khí gây sát thương [param1_0]% Sức Tấn Công và đẩy ngã kẻ địch trên đường.","Turns into a water wave, surging forward to attack the farthest enemy. Deals damage [param1_0]% ATK and knocks down enemies on its way."
WaveForm_level2_des,"Khi lao đi để lại 1 ảnh ảo của mình, ảnh ảo không có võ công, nhận [param4_0]% Sát Thương, gây [param3_0]% Sát Thương. Thời gian tồn tại [param5_0]s.","Wave Form leaves behind one mirror image. The image has no skill, taking [param4_0]% damage, causing [param3_0]% damage. The image lasts up to [param5_0] s."
WaveForm_level3_des,"Ảnh ảo nhận [param4_2]% Sát Thương, gây [param3_2]% Sát Thương.",Image takes [param4_2]% damage and deals [param3_2]% damage.
WaterSplash,Tàn Ảnh Quyết,Water Splash
WaterSplash_des,"Dùng bút điểm về phía 1 kẻ địch ngẫu nhiên, gây sát thương [param1_0]% Sức Tấn Công và Giảm [ReduceAtkSpeedInternalEffect_param1_0]% Tốc Độ Tấn Công trong 5s.",Shoots a water bullet at a random enemy that causes [param1_0]% ATK and slows enemy ATK speed by [ReduceAtkSpeedInternalEffect_param1_0]% for 5 s.
WaterSplash_level2_des,Sát thương tăng thành [param1_1]% Sức Tấn Công.,Damage is increased by [param1_1]%.
WaterSplash_level3_des,Giảm [ReduceAtkSpeedInternalEffect_param1_2]% Tốc Độ Tấn Công của địch.,Slows enemy ATK speed by [ReduceAtkSpeedInternalEffect_param1_2]%.
Torrent,Càn Khôn Quyết,Torrent
Torrent_des,"Dùng 6 cây bút bày trận pháp phạm vi [param2_0]m khiến mặt đất chấn động, gây sát thương [param1_0]% Sức Tấn Công và hất tung kẻ địch lên trời (toàn bộ thời gian bắn lên đến khi chạm đất là [LiftUpEffect_duration_0]s) trong quá trình bắn lên kẻ địch bị Choáng và vẫn bị tấn công bình thường.","Calls a [param2_0]m radius water fountain from the ground, shooting enemies up in the sky, dealing [param1_0]% ATK damage for [LiftUpEffect_duration_0] s. Knocked up enemies are stunned and vulnerable to attack."
Torrent_level2_des,Tăng phạm vi lên [param2_1]m.,Fountain radius is increased to [param2_1]m.
Torrent_level3_des,Tăng sát thương lên [param1_2]% sức tấn công.,Damage is increased by [param1_1]%.
Torrent_level4_des,Sử dụng xong thì ngay lập tức kích hoạt Thái Ất Tiêu Dao Công,
WaterEffect,Tiêu Dao Thân Pháp,Water Effect
WaterEffect_des,Tăng [AddOtherEvasionEffect_param1_0]% Né Tránh trong [AddOtherEvasionEffect_duration_0]s sau khi sử dụng Thái Ất Tiêu Dao Công.,Increases [AddOtherEvasionEffect_param1_0]% Evasion for [AddOtherEvasionEffect_duration_0] s after using Wave Form.
WaterEffect_level2_des,Tăng thời gian hiệu ứng lên [AddOtherEvasionEffect_duration_1]s.,Water Effect duration is increased to [AddOtherEvasionEffect_duration_1] s.
WaterEffect_level3_des,Tăng thành [AddOtherEvasionEffect_param1_2]% Né Tránh.,Evasion is increased to [AddOtherEvasionEffect_param1_0]%
PitLord,Sư Tử Hống,Finger of Death
PitLord_des,"Gầm lên 1 tiếng, khiến kẻ địch trong phạm vi [radiusAOE]m quanh mục tiêu nội thương, không thể di chuyển và sử dụng võ công trong [RootEffect_duration_0]s, mỗi giây nhận sát thương bằng [param1_0]% Sức Tấn Công","Ashna fires [param2_0] purple lightning bolts at the enemy with the lowest HP, causing damage equal to [param1_0]% ATK."
PitLord_level2_des,Sát thương mỗi giây tăng lên [param1_1]% Sức Tấn Công,Deals [param1_1]% damage.
PitLord_level3_des,Thời gian nội thương tăng lên thành [RootEffect_duration_2]s,Shoots [param2_0] lightning bolts.
PitLord_level4_des,Kẻ trúng đòn bị vô hiệu hóa các chiêu thức Nội Tại trong [RemovePassiveBreakEffect_duration_0]s,
ScreamOfPain,Ma Tâm Liên Hoàn Thủ,Scream of Pain
ScreamOfPain_des,"Gầm lên, khiến kẻ địch trước mặt nhận sát thương bằng [param1_0]% Sức Tấn Công, mục tiêu chính bị Choáng [StunEffect_duration_0]s, các mục tiêu trong tầm ảnh hưởng bị đẩy lùi [param3_0]m","Ashna yells loudly, deals damage equal to [param1_0]% ATK, knockbacks enemies [param2_0]m and stuns them for [StunEffect_duration_0] s within a 6m radius around her."
ScreamOfPain_level2_des,Sát thương tăng lên thành [param1_1]% Sức Tấn Công,Damage is increased by [param1_1]% ATK.
ScreamOfPain_level3_des,Thời gian Choáng tăng lên thành [StunEffect_duration_2]s,Effect duration is increased to [StunEffect_duration_2] s.
FingerOfDeath,Thất Thương Quyền,Iron Maidens
FingerOfDeath_des,"Dùng nội lực tự chấn động bản thân, khiến bản thân mất [param3_0]% Sinh Lực và Nội Lực hiện tại, tấn công kẻ địch có Sinh Lực thấp nhất với [param1_0]% Sức Tấn Công. Kẻ trúng đòn không thể phục hồi Sinh Lực và Nội Lực trong [BlockHPEffect_duration_0]s","Ashna sets up a 7m radius giant trap around the current target, causing damage equal to [param1_0]% ATK, rooting, and silencing the enemies inside the trap. The trap lasts up to [RootEffect_duration_0] s."
FingerOfDeath_level2_des,Sát thương tăng lên thành [param1_1]% Sức Tấn Công,Deals [param1_1]% of ATK damage per second.
FingerOfDeath_level3_des,Tấn công 2 mục tiêu,Root duration is increased to [RootEffect_duration_2] s.
Destruction,Phiên Thiên Phách Địa,Destruction
Destruction_des,"Với mỗi kẻ địch bị tiêu diệt, Kim Mao Sư Vương được tăng [RaiseAtkWhenOtherDeadEffect_param1_0]% Sức Tấn Công, những kẻ đứng trong phạm vi [ReduceEnemyAtkAuraEffect_param3_0]m quanh người bị giảm 10% Sức Tấn Công","For each enemy Hero killed on the battlefield, Ashna gains a buff of 15% ATK and reduces enemy ATK by 20% in the [ReduceEnemyAtkAuraEffect_param3_0]m radius around her."
Destruction_level2_des,Bán kính giảm sát thương của kẻ địch tăng lên thành [ReduceEnemyAtkAuraEffect_param3_1]m,Attack reduction radius is increased to [ReduceEnemyAtkAuraEffect_param3_1]m.
Destruction_level3_des,Kẻ địch bị Thất Thương Quyền tiêu diệt thì hiệu ứng Phiên Thiên Phách Địa được tăng gấp đôi,Effect is doubled when an enemy dies by Finger of Death
,,
DongNhanUltimate,Thập Nhị Đồng Nhân Trận,Thập Nhị Đồng Nhân Trận
DongNhanUltimate_des,"Lập trận pháp, tấn công toàn bộ kẻ địch trước mặt, uy lực không thể cản phá","Lập trận pháp, tấn công toàn bộ kẻ địch trước mặt, uy lực không thể cản phá"
HolyBuff,Thiếu Dương Thần Công,
HolyBuff_des,"Chọn đồng đội thấp máu nhất, phục hồi sinh lực theo [param1_0]% Sức Tấn Công cho các đồng đội trong bán kính [radiusAOE]m quanh mục tiêu đó.",
HolyBuff_level2_des,"Với mỗi nhân sĩ (không phân biệt địch ta) trong tầm ảnh hưởng, đồng đội được tăng [param2_0]s kháng trạng thái xấu.",
HolyBuff_level3_des,"Với mỗi nhân sĩ (không phân biệt địch ta) trong tầm ảnh hưởng, đồng đội được tăng [param3_0]% Phòng Thủ trong [param4_0]s",
HolyBuff_level4_des,"Với mỗi nhân sĩ trong tầm ảnh hưởng, đồng đội được tăng [param5_3]% Sức tấn công trong [param4_3]s",
ManaBuff,Phách Ảnh Công,
ManaBuff_des,"Dùng nội lực hỗ trợ cho đồng đội có Sức Tấn Công cao nhất, gia tăng [RaiseRegenManaLooseHPEffect_param1_0]% lượng Nội Lực phục hồi trong [RaiseRegenManaLooseHPEffect_duration_0]s. Nếu đồng đội có sinh lực dưới [ShamanFleeEffect_param1_0]% thì sẽ biến mất trong 2s. Thời gian nội lực hỗ trợ tồn tại [RaiseRegenManaLooseHPEffect_duration_0]s.",
ManaBuff_level2_des,"Đẩy lùi kẻ địch đang tấn công đồng đội ra xa [ShamanFleeEffect_param3_0]m, chỉ có tác dụng với quân địch cận chiến.",
ManaBuff_level3_des,Phục hồi sinh lực cho mục tiêu theo [param1_0]% Sức Tấn Công,
Curse,Ma Tương Quyết,
Curse_des,"Gây sát thương theo [param1_0]% Sức Tấn Công và để lại 1 kình khí trong kinh mạch của kẻ địch trong [ShamanCurseEffect_duration_1]s. Trong thời gian đó nếu hắn dùng võ công sẽ bị kình khí cắn trả, mất [ShamanCurseEffect_param1_0]% Nội Lực hiện tại và nhận sát thương [param2_0]% Sức Tấn Công.",
Curse_level2_des,Tăng sát thương lên thành [param1_1]% Sức Tấn Công,
Curse_level3_des,Tăng thời gian kình khí bám vào kinh mạch của kẻ địch lên thành [ShamanCurseEffect_duration_2]s,
DarkMagic,Lưỡng Nghi Kiếm Pháp,
DarkMagic_des,Tăng [DarkMagicAuraEffect_param1_0]% Nội Lực nhận được khi sử dụng võ công và nhận sát thương từ võ công cho đồng đội xung quanh trong bán kính [radiusAOE]m quanh người.,
DarkMagic_level2_des,Tăng lượng Nội Lực nhận lên [DarkMagicAuraEffect_param1_1]%,
DarkMagic_level3_des,Tăng lượng Nội Lực nhận lên [DarkMagicAuraEffect_param1_2]%,
ThanUngCuuDoat,Thần Ưng Cửu Đoạt,
ThanUngCuuDoat_des,"Tấn công tất cả các kẻ địch trong bán kính [radiusAOE]m quanh mục tiêu chính, phục hồi lại Sinh Lực cho bản thân theo [param2_0]% sinh lực kẻ địch mất đi. Gây sát thương theo [param1_0]% Sức Tấn Công.",
ThanUngCuuDoat_level2_des,Phục hồi lại Sinh Lực theo [param2_1]% sinh lực kẻ địch mất đi.,
ThanUngCuuDoat_level3_des,Kẻ địch có tỉ lệ [param5_2]% bị ngã [param6_2]s khi trúng đòn,
ThanUngCuuDoat_level4_des,Kẻ địch có tỉ lệ [param5_3]% bị ngã [param6_2]s khi trúng đòn và bị ám Ưng Trảo lên người.,
UngKichTruongKhong,Ưng Kích Trường Không,
UngKichTruongKhong_des,"Gây sát thương theo [param1_0]% Sức Tấn Công, khiến kẻ địch trong bán kính [param2_0]m quanh mục tiêu nhận sát thương và ngã ra đất [KnockBackEffect_duration_0]s. Kẻ trúng đòn bị giảm [ReduceRegenHPEffect_param1_0]% tác dụng của các loại phục hồi Sinh Lực trong [ReduceRegenHPEffect_duration_0]s.",
UngKichTruongKhong_level2_des,Sát thương tăng lên thành [param1_1]%,
UngKichTruongKhong_level3_des,"Bán kính ảnh hưởng tăng lên thành [param2_2]m, thời gian ngã tăng lên thành [KnockBackEffect_duration_2]s.",
UngTraoCong,Ưng Trảo Công,
UngTraoCong_des,"Mỗi lần đánh thường đều có tỉ lệ [param2_0]% ám vào người kẻ địch Ưng Trảo, tồn tại trong [param4_0]s. Bất cứ ai tấn công vào kẻ địch có Ưng Trảo trên người đều được Hấp Huyết [param3_0]%",
UngTraoCong_level2_des,"Tỉ lệ ám Ưng Trảo vào kẻ địch tăng thành [param2_1]%, có tác dụng cả khi dùng võ công.",
UngTraoCong_level3_des,Bất cứ ai tấn công vào kẻ có Ưng Trảo đều được [param3_2]% Hấp Huyết,
DaiBangTrienDuc,Đại Bằng Triển Dực,
DaiBangTrienDuc_des,"Dùng nội lực khiến chiến trường chấn động, khiến toàn bộ kẻ địch giảm [ReduceRegenHPEffectOnEnemy_param1_0]% khả năng phục hồi Sinh Lực và Nội Lực trong [ReduceRegenHPEffectOnEnemy_duration_0]s",
DaiBangTrienDuc_level2_des,Thời gian hiệu ứng tăng lên thành [ReduceRegenHPEffectOnEnemy_duration_1]s,
DaiBangTrienDuc_level3_des,Kẻ địch không thể hồi Nội Lực trong [ReduceRegenManaEffectOnEnemy_duration_2]s,
EnergyBall,Thái Cực Thần Công,
EnergyBall_des,Dùng nội công tạo 3 luồng kình lực tấn công ngẫu nhiên các kẻ địch với sát thương [param1_0]% Sức Tấn Công,
EnergyBall_level2_des,"Tăng sát thương lên thành [param1_1]%, sử dụng thêm 1 lần Âm Dương Giao Thác",
EnergyBall_level3_des,"Tăng sát thương lên thành [param1_2]%, sử dụng thêm 1 lần Thuần Dương Vô Cực Công",
EnergyBall_level4_des,Giảm [param4_3]% Tốc Độ Tấn Công của những kẻ trúng đòn trong [param5_3]s,
ChakraMagic,Âm Dương Giao Thác,
ChakraMagic_des,Phục hồi [param1_0]% Nội Lực tối đa cho 2 đồng đội gần nhất,
ChakraMagic_level2_des,Lượng phục hồi tăng lên thành [param1_1]% Nội Lực.,
ChakraMagic_level3_des,"Đồng đội được phục hồi sẽ có hộ thể [StunWhenGetNormalAttackEffect_duration_0]s, kẻ nào tấn công sẽ có tỉ lệ [StunWhenGetNormalAttackEffect_param1_0]% bị Choáng [StunWhenGetNormalAttackEffect_param2_0]s, chỉ có tác dụng khi địch đánh thường.",
ShadowWave,Thuần Dương Vô Cực Công,
ShadowWave_des,Phục hồi Sinh Lực cho đồng đội có Sinh Lực thấp nhất bằng [param2_0]% Sức Tấn Công,
ShadowWave_level2_des,Đồng đội trong [radiusAOE]m xung quanh mục tiêu chính được phục hồi Sinh Lực bằng [param1_0]% Sức Tấn Công,
ShadowWave_level3_des,Gây sát thương [param3_0]% Sức Tấn Công cho những kẻ địch trong [radiusAOE]m quanh mục tiêu,
ManaShield,Thiên Mã Hành Không,
ManaShield_des,"Khi Trương Tam Phong còn trong trận, đồng đội trong bán kính [radiusAOE]m xung quanh được kháng [ManaShieldAuraEffect_param1_0]% Sát Thương Võ Công",
ManaShield_level2_des,Tỉ lệ Kháng Sát Thương Võ Công tăng lên thành [ManaShieldAuraEffect_param1_1]%,
ManaShield_level3_des,Tỉ lệ Kháng Sát Thương Võ Công tăng lên thành [ManaShieldAuraEffect_param1_2]%,
ThanhKhiThieuLamAbility,Kim Cang Phục Ma,
ThanhKhiThieuLamAbility_des,"Khi sử dụng Nộ Chiêu, gây thêm sát thương theo [AOEToEnemyWhenUltiEffect_param1_0]% sức tấn công cho toàn bộ kẻ địch trong bán kính [AOEToEnemyWhenUltiEffect_param3_0]m quanh người mình. Số lần kích hoạt [AOEToEnemyWhenUltiEffect_param2_0] lần",
ThanhKhiThieuLamAbility_level2_des,"Khi sử dụng Nộ Chiêu, gây thêm sát thương theo [AOEToEnemyWhenUltiEffect_param1_0]% sức tấn công cho toàn bộ kẻ địch trong bán kính [AOEToEnemyWhenUltiEffect_param3_0]m quanh người mình. Số lần kích hoạt [AOEToEnemyWhenUltiEffect_param2_1] lần",
ThanhKhiThieuLamAbility_level3_des,"Khi sử dụng Nộ Chiêu, gây thêm sát thương theo [AOEToEnemyWhenUltiEffect_param1_0]% sức tấn công cho toàn bộ kẻ địch trong bán kính [AOEToEnemyWhenUltiEffect_param3_0]m quanh người mình. Số lần kích hoạt [AOEToEnemyWhenUltiEffect_param2_2] lần",
ThanhKhiCaiBangAbility,Thanh Long Xuất Thủy,
ThanhKhiCaiBangAbility_des,Tăng [param1_0]% tốc độ tấn công trong [param3_0]s sau khi gây ra sát thương bạo kích ,
ThanhKhiCaiBangAbility_level2_des,Tăng [param1_1]% tốc độ tấn công trong [param3_0]s sau khi gây ra sát thương bạo kích ,
ThanhKhiCaiBangAbility_level3_des,"Tăng [param1_1]% tốc độ tấn công trong [param3_0]s sau khi gây ra sát thương bạo kích, sát thương bạo kích tăng [param2_2]%",
ThanhKhiNgaMyAbility,Tam Hoa Tụ Đỉnh,
ThanhKhiNgaMyAbility_des,Phục hồi [GainManaOnSecondEffect_param1_0] nội lực mỗi giây,
ThanhKhiNgaMyAbility_level2_des,Phục hồi [GainManaOnSecondEffect_param1_1] nội lực mỗi giây,
ThanhKhiNgaMyAbility_level3_des,Phục hồi [GainManaOnSecondEffect_param1_2] nội lực mỗi giây,
ThanhKhiVoDangAbility,Kim Đan Độ Kiếp,
ThanhKhiVoDangAbility_des,Tăng [BuffBaseLifeLeechHealMultiEffect_param1_0]% hiệu quả phục hồi sinh lực cho bản thân (Tăng hiệu quả của những chiêu thức hồi sinh lực và hấp huyết lên bản thân).,
ThanhKhiVoDangAbility_level2_des,Tăng [BuffBaseLifeLeechHealMultiEffect_param1_1]% hiệu quả phục hồi sinh lực cho bản thân (Tăng hiệu quả của những chiêu thức hồi sinh lực và hấp huyết lên bản thân).,
ThanhKhiVoDangAbility_level3_des,Tăng [BuffBaseLifeLeechHealMultiEffect_param1_2]% hiệu quả phục hồi sinh lực cho bản thân (Tăng hiệu quả của những chiêu thức hồi sinh lực và hấp huyết lên bản thân).,
ThanhKhiNguDocAbility,Cổ Thần Kiếp,
ThanhKhiNguDocAbility_des,Gia tăng [AddCritDmgOnTimeEffect_param1_0]% sát thương bạo kích mỗi [AddCritDmgOnTimeEffect_param2_0]s khi bắt đầu trận đấu.,
ThanhKhiNguDocAbility_level2_des,Gia tăng [AddCritDmgOnTimeEffect_param1_0]% sát thương bạo kích mỗi [AddCritDmgOnTimeEffect_param2_1]s khi bắt đầu trận đấu.,
ThanhKhiNguDocAbility_level3_des,Gia tăng [AddCritDmgOnTimeEffect_param1_0]% sát thương bạo kích mỗi [AddCritDmgOnTimeEffect_param2_2]s khi bắt đầu trận đấu.,
ThanhKhiDiHoaCungAbility,Liệu Địch Tiên Cơ,
ThanhKhiDiHoaCungAbility_des,"Dùng chân khí hộ thể, kháng lại [ShieldReducedDmgEffect_param1_0]% sát thương trong [ShieldReducedDmgEffect_duration_0]s, thời gian chờ 15s.",
ThanhKhiDiHoaCungAbility_level2_des,"Dùng chân khí hộ thể, kháng lại [ShieldReducedDmgEffect_param1_1]% sát thương trong [ShieldReducedDmgEffect_duration_0]s, thời gian chờ 15s.",
ThanhKhiDiHoaCungAbility_level3_des,"Dùng chân khí hộ thể, kháng lại [ShieldReducedDmgEffect_param1_2]% sát thương trong [ShieldReducedDmgEffect_duration_0]s, thời gian chờ 15s.",
ThanhKhiDuongMonAbility,Thiên La Bộ Pháp,
ThanhKhiDuongMonAbility_des,Né tránh tăng [RaiseEvdThanhKhiEffect_param1_0],
ThanhKhiDuongMonAbility_level2_des,Né tránh tăng [RaiseEvdThanhKhiEffect_param1_1],
ThanhKhiDuongMonAbility_level3_des,Né tránh tăng [RaiseEvdThanhKhiEffect_param1_2],
NhatDuongChi,Nhất Dương Chỉ,
NhatDuongChi_des,"Dùng chỉ pháp cực mạnh tấn công vào kẻ địch, gây ra [param1_0]% sát thương lên người 1 kẻ địch gần nhất, nếu trên người hắn đang bị hiệu ứng xấu loại giữ chân thì sát thương của Nhất Dương Chỉ tăng lên thành [param2_0]% và làm mới lại thời gian của hiệu ứng đó trên người kẻ địch.",
NhatDuongChi_level2_des,Sát thương tăng lên thành [param1_1]% ([param2_1]% với kẻ đang dính hiệu ứng xấu loại giữ chân),
NhatDuongChi_level3_des,Cấm kẻ địch đánh thường trong [param3_2]s,
NhatDuongChi_level4_des,Bỏ qua [param4_3]% Phòng Ngự và Kháng Chiêu Thức của địch,
PhatTamChuong,Phật Tâm Chưởng,
PhatTamChuong_des,"Xóa 1 hiệu ứng xấu ngẫu nhiên trên người bản thân và đồng đội, đồng thời phục hồi lại [RegenHpPhatTamChuongEffect_param1_0]% Sinh Lực Tối Đa mỗi giây trong [RegenHpPhatTamChuongEffect_duration_0]s. Nếu trong [RegenHpPhatTamChuongEffect_duration_0]s đó bị dính hiệu ứng xấu loại giữ chân, hiệu quả phục hồi tăng gấp đôi (chỉ tính 1 lần duy nhất).",
PhatTamChuong_level2_des,Thời gian phục hồi tăng lên thành [RegenHpPhatTamChuongEffect_duration_1]s,
PhatTamChuong_level3_des,Giảm [param1_0]% Sức Tấn Công toàn bộ kẻ địch trong [param2_0]s,
KimCangPhucMa,Kim Cang Chưởng,
KimCangPhucMa_des,Mỗi lần đánh thường đều có tỉ lệ [param1_0]% khiến kẻ địch bị Trói Chân trong [param2_0]s,
KimCangPhucMa_level2_des,Thêm [param1_0]% gây Giảm [param3_0]% tốc độ đánh trong [param4_0]s,
KimCangPhucMa_level3_des,Thêm [param1_0]% Choáng [param5_0]s,
VoVongThanCong,Vô Vọng Thần Công,
VoVongThanCong_des,"Dùng nội lực đả thông tạm thời kinh mạch toàn thân cho 1 đồng đội có Sức Tấn Công cao nhất.
Trong [param1_0]s sử dụng võ công không cần thời gian chờ, hiệu quả phục hồi nội lực tăng [param2_0]%
Hết thời gian thì kinh mạch tắc nghẽn, kẻ vừa được đả thông kinh mạch sẽ bị Choáng [param3_0]s",
VoVongThanCong_level2_des,Thời gian hiệu quả tăng thành [param1_1]s,
VoVongThanCong_level3_des,Thời gian bị Choáng giảm còn [param3_2]s,
NetherWard,Bích Hải Triều Sinh Khúc,
NetherWard_des,"Dùng tiêu tạo ra 1 khúc nhạc với tiếng vọng. Tiếng vọng của khúc nhạc kéo dài trong [param2_0]s, mỗi khi kẻ địch sử dụng võ công thì sẽ bị chấn động gây nội thương, nhận [param1_0]% sát thương. Mỗi giây địch nhận [param4_0]% sát thương.",
NetherWard_level2_des,Sát thương chấn động tăng lên thành [param1_1]%,
NetherWard_level3_des,"Tiếng vọng khiến kẻ địch bị nội thương nặng hơn, gây Choáng [param3_0]s",
NetherWard_level4_des,Địch nếu dùng võ công thì không được hồi Nội Lực trong 4s kế tiếp,
ToanPhongTaoDiepThoai,Toàn Phong Tảo Diệp Thoái,
ToanPhongTaoDiepThoai_des,"Lao đến kẻ địch gần nhất, tung cước tấn công liên tục [param3_0] lần vào hắn, mỗi cú đá gây [param1_0]% sát thương. Chiêu thức + 50 điểm Chính Xác khi thi triển. Trong thời gian thi triển miễn nhiễm với toàn bộ hiệu ứng xấu.",
ToanPhongTaoDiepThoai_level2_des,Chiêu thứ 7 đá văng kẻ địch về phía sau [param6_0]m,
ToanPhongTaoDiepThoai_level3_des,Nếu kẻ địch đang bị Choáng thì sát thương chiêu thức tăng thêm [param5_0]%,
DevilProtection,Lạc Anh Thần Kiếm Chưởng,
DevilProtection_des,"Kết hợp kiếm pháp vào chưởng pháp, tạo cương khí hộ thân cho 1 đồng đội, giúp giảm sát thương Võ Công phải nhận với giá trị [param1_0]% sát thương của Hoàng Dược Sư. Cương khí tồn tại độc lập với những chiêu thức hỗ trợ khác như hộ thể của Du Thản Chi hay Phong Thanh Dương.",
DevilProtection_level2_des,Sát thương đỡ được tăng lên thành [param1_1]%,
DevilProtection_level3_des,Hộ thể cho [param2_2] đồng đội,
Rearm,Ngọc Tiêu Kiếm Pháp,
Rearm_des,"Mỗi lần sử dụng võ công thì có tỉ lệ [RearmEffect_param1_0]% làm mới ngay lập tức võ công đó
Mỗi [RearmEffect_param2_0]s mới có thể làm mới võ công 1 lần",
