KEY,Vietnamese,English
PhanRaTrangBiConfirm3,"Trang bị đã được Tinh Luyện hoặc Khảm Nạm, Chưởng Môn vẫn muốn luyện hóa?",
PhanRaTrangBiConfirm4,"Trang bị này đã được Tinh Luyện hoặc Khảm Nạm và đang được sử dụng, Chưởng Môn vẫn muốn luyện hóa?",
LockKhaiQuangTrangBiConfirm,Chưởng Môn có muốn cố định Duyên Phận này trước khi khai quang không?,
KhaiQuangTrangBiConfirm,Chưởng Môn có muốn khai quang trang bị này không?,
ITEM_TinhKim,Tinh Kim,
ITEM_TinhKim_des,"Nguyên liệu quý hiếm, nhận được khi luyện hóa trang bị Giáp Cấp trở lên, có thể sử dụng để thay thế nguyên liệu trong tính năng Tăng Sao, cũng có vai trò quan trọng trong tính năng Chú Hồn và Tẩy Luyện",
PhanGiaiLbl,Phân Giải,
Temple_PhanGiaiTitle,PHÂN GIẢI,
ManhLegend_RaceType_Demi_Human,Tàn Hồn Chính Phái Giáp Cấp,
ManhLegend_RaceType_Demi_Human_des,"Tàn Hồn Chính Phái Giáp Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Chính Phái phẩm chất Giáp Cấp",
ManhLegend_RaceType_Demon,Tàn Hồn Tà Phái Giáp Cấp,
ManhLegend_RaceType_Demon_des,"Tàn Hồn Tà Phái Giáp Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Tà Phái phẩm chất Giáp Cấp",
ManhLegend_RaceType_Monster,Tàn Hồn Trung Lập Giáp Cấp,
ManhLegend_RaceType_Monster_des,"Tàn Hồn Trung Lập Giáp Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Trung Lập phẩm chất Giáp Cấp",
ITEM_TayTuyDon,Tẩy Tủy Đơn,
ITEM_TayTuyDon_des,"Sử dụng để phân giải nhân vật, chỉ sử dụng được với nhân vật phẩm Giáp 1 sao trở lên.",
PhanGiaiConfirm1,"Đệ tử này sẽ bị phân giải, KHÔNG THỂ NHẬN LẠI BẠC VÀ CHÂN NGUYÊN. Chưởng môn sẽ nhận lại các tài nguyên sau?",
PhanGiaiConfirm2,Chưởng môn có chắc chắn muốn phân giải Đệ Tử này chứ?,
VIP_LuotTamBao,Lượt vượt Cấm Địa: {0},
EventXThuongCaoThiTitle,Thưởng Cáo Thị,
EventXThuongHuyetChienTitle,Thưởng Huyết Chiến,
EventXThuongTruyenTongTranTitle,Thưởng Truyền Tống Trận,
ThanhKhi_ThieuLam,Phục Ma Tử Kim Côn,
ThanhKhi_ThieuLam_des,Phục Ma Tử Kim Côn,
ThanhKhi_CaiBang,Lục Ngọc Trượng,
ThanhKhi_CaiBang_des,Lục Ngọc Trượng,
ThanhKhi_NgaMy,Vô Trần Chỉ Hoàn,
ThanhKhi_NgaMy_des,Vô Trần Chỉ Hoàn,
ThanhKhi_VoDang,Tam Thanh Đạo Phù,
ThanhKhi_VoDang_des,Tam Thanh Đạo Phù,
ThanhKhi_NguDoc,Ngũ Độc Kỳ Kinh,
ThanhKhi_NguDoc_des,Ngũ Độc Kỳ Kinh,
ThanhKhi_DiHoaCung,Tố Sa Cung Trang,
ThanhKhi_DiHoaCung_des,Tố Sa Cung Trang,
ThanhKhi_DuongMon,Thiên Lý Ngoa,
ThanhKhi_DuongMon_des,Thiên Lý Ngoa,
TinhLuyenStatToolTip2,Chỉ số [2262e2]{0}[-] của đệ tử sở hữu tăng [2262e2]{1}[-],
TinhLuyenStatToolTipPercent2,Chỉ số [2262e2]{0}[-] của đệ tử sở hữu tăng [2262e2]{1}%[-],
TrangBiChuHonMax,Trang bị đã được chú hồn tối đa.,
ManhLegend_ClassType_Warrior,Tàn Hồn Ngoại Công Giáp Cấp,
ManhLegend_ClassType_Warrior_des,"Tàn Hồn Ngoại Công Giáp Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Ngoại Công phẩm chất Giáp Cấp",
ManhLegend_ClassType_Mage,Tàn Hồn Nội Công Giáp Cấp,
ManhLegend_ClassType_Mage_des,"Tàn Hồn Nội Công Giáp Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Nội Công phẩm chất Giáp Cấp",
ManhLegend_ClassType_Assassin,Tàn Hồn Thân Pháp Giáp Cấp,
ManhLegend_ClassType_Assassin_des,"Tàn Hồn Thân Pháp Giáp Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Thân Pháp phẩm chất Giáp Cấp",
VIP_SkipBattleDungeon,Bỏ qua trận chiến trong Truyền tống trận,
ChuHonKhongDuDieuKien,Trang bị cần tinh luyện đạt cấp {0} để có thể tiếp tục chú hồn,
ChuHonKhongDuDieuKien_14,Trang bị cần tinh luyện đạt cấp 14 để có thể tiếp tục chú hồn,
ChuHonKhongDuDieuKien_16,Trang bị cần tinh luyện đạt cấp 16 để có thể tiếp tục chú hồn,
ConfirmPhanGiaiPentaHero,"Đệ tử đang trong mắt trận của Hộ Pháp Đường, nếu phân giải sẽ gây ảnh hưởng đến trận pháp, Chưởng Môn vẫn muốn phân giải chứ?",
btnSaveReplayLabel,Lưu Trận Đấu,
ReplaySavedLabel,Đã lưu,
EventDoiDoTitle,Kỳ Trân Các,
EVENT_HET_LUOT_DOI_DO,Đã hết lượt đổi đồ này,
DoiBtnLb,Đổi,
SupportEventDoiDoTitle,KỲ TRÂN CÁC,
SupportEventDoiDoDescription,"Chưởng môn thu thập phần thưởng Đại Điện, thưởng tu luyện, khiêu chiến Hắc Mộc Nhai, vượt Truyền Tống Trận, đánh Huyết Chiến, khiêu chiến Thất Tinh Đài, hoàn thành Cáo Thị, khiêu chiến Thủ Hộ Giả ở Bí Cảnh đều có thể nhận được vật phẩm đặc biệt sử dụng trong Kỳ Trân Các. Mỗi lần sử dụng vật phẩm đặc biệt để đổi thưởng, ngoài phần thưởng của lần đổi đó thì Chưởng Môn cũng nhận được Điểm Kỳ Trân, đạt mốc Điểm Kỳ Trân nhất định sẽ nhận thêm thưởng.
Vật phẩm đặc biệt nhận được trong sự kiện sẽ biến mất khi Kỳ Trân Các đóng lại.
Các vật phẩm đặc biệt nhận được khi khiêu chiến các hoạt động sẽ có giới hạn nhất định.",
DiemTienTrinhLbl,Điểm Kỳ Trân,
TooltipDiemTienTrinh,"Điểm Kỳ Trân nhận được, đủ điểm sẽ được nhận thêm thưởng lớn",
DoiDoInfo,Có các mốc thưởng bổ sung khi đạt số Điểm Kỳ Trân nhất định,
ConfirmDoiDo,Chưởng môn chắc chắn muốn đổi vật phẩm lấy phần thưởng này chứ?,
EventDoiDoThuongTienTrinhTitle,Thưởng Tiến Trình,
EVENT_CHUA_DU_DIEM,Chưa đủ điểm,
DiemTienTrinhLbl2,Điểm Kỳ Trân: [30DD63]{0},
,,
ITEM_QuocKy,Cờ,
ITEM_QuocKy_des,"Lá cờ ngày chiến thắng, biến mất khi kết thúc sự kiện.",
ITEM_Phao,Pháo,
ITEM_Phao_des,"Pháo để đốt mừng chiến thắng, tiếng nổ rất lớn, biến mất khi kết thúc sự kiện.",
ITEM_Hoa,Hoa,
ITEM_Hoa_des,"Bó qua chiến thắng, rất nhiều hoa, biến mất khi kết thúc sự kiện.",
ITEM_HuyChuong,Huy Chương,
ITEM_HuyChuong_des,"Dành cho những người chiến thắng, biến mất khi kết thúc sự kiện.",
WarningPhanGiaiHeroLvcao,"Đệ tử có cấp độ lớn hơn 1, không thể phân giải, hãy Tái Sinh trước nếu vẫn muốn phân giải!",
,,
,,
LUANKIEM,LUẬN KIẾM,
LKChuaVOBXH,Chưởng môn chưa nằm trong bảng xếp hạng Đấu Trường Đỉnh Cao,
OpenRuongThanBiTitle,Có thể nhận được ngẫu nhiên 1 vật phẩm:,
OpenRuongBtnLbl,Mở Rương,
BATTLE1,Trận 1,
BATTLE2,Trận 2,
BATTLE3,Trận 3,
LUANKIEM3DH,ĐẤU TRƯỜNG ĐỈNH CAO,
LDCNTournament1,ĐƠN ĐẤU SIÊU CẤP,
LDCNTournament2,ĐƠN ĐẤU,
FinishLDCN,"Giải đấu đã kết thúc, lần tiếp theo trong : {0}",
LDCNTimeRegister,Thời gian còn lại đăng ký giải đấu: {0},
LDCNRank1,SIÊU CẤP,
LDCNRank2,THƯỜNG,
LDCNRegistered,Chưởng môn đã đăng ký trong nhóm {0},
LDCNNotInDanhSach,Chưởng môn không nằm trong danh sách thi đấu,
TenGiaiDauCaNhan,Giải đấu cá nhân,
MemberJoinCount,Đã đăng ký: {0},
CumLDCN,Cụm: {0},
ArenaID,Luận kiếm: {0},
VongQualifier,Vòng Loại,
Vong16,1/16,
VongTuKet,Tứ Kết,
VongBK,Bán Kết,
VongFinal,Chung Kết,
LDCNDangkyPls,Đăng ký ngay!,
LDCNRegisterInYourRank1,Chưởng môn đã đăng ký tham gia giải đấu Siêu cấp,
LDCNRegisterInYourRank2,Chưởng môn đã đăng ký tham gia giải đấu Siêu cấp,
RandomChest_ThanBi1,Thần Bí Bảo Rương 1,
RandomChest_ThanBi1_des,"Rương bí ẩn, không rõ mở ra được gì, có thể lả bảo vật, cũng có thể là thứ phổ thông.",
RandomChest_ThanBi2,Thần Bí Bảo Rương 2,
RandomChest_ThanBi2_des,"Rương bí ẩn, không rõ mở ra được gì, có thể lả bảo vật, cũng có thể là thứ phổ thông.",
,,
ReplayMailLb,Chiến Thư,
OpenAllRuongBtnLbl,Mở Tất Cả,
,,
,,
VK_CuuCungSongKiem,Cửu Cung Song Kiếm,
VK_CuuCungSongKiem_des,"Song kiếm làm từ kim loại bí ẩn, sắc bén vô song",
AG_OTamY,Ô Tàm Y,
AG_OTamY_des,"Áo làm từ tơ của ô tàm, đao thương bất nhập",
MU_TuKimQuan,Tướng Quân Mão,
MU_TuKimQuan_des,Mũ của các tướng quân khi ra trận,
TS_KimBaiLenhTien,Kim Bài Lệnh Tiễn,
TS_KimBaiLenhTien_des,"Lệnh bài tượng trưng cho sự có mặt của Hoàng Đế, có thể tiền trảm hậu tấu",
HeroInLuanKiemFormation,Đệ tử đang nằm trong đội hình Luận kiếm,
HeroInLDCNFormation,Đệ tử đang nằm trong đội hình Đơn đấu,
HeroInLK3DHFormation,Đệ tử đang nằm trong đội hình Đấu Trường Đỉnh Cao,
RemoveHeroWarning_InLDCNFormation,Đệ tử {0} đang nằm trong đội hình đơn đấu cá nhân,
RemoveHeroWarning_InLK3Formation,Đệ tử {0} đang nằm trong đội hình Đấu Trường Đỉnh Cao,
INVALID_FORMATION1,Đội hình tấn công số 1 không hợp lệ,
INVALID_FORMATION2,Đội hình tấn công số 2 không hợp lệ,
INVALID_FORMATION3,Đội hình tấn công số 3 không hợp lệ,
,,
ShareReplayLbl,Chia sẻ,
FormationPresets,Đội hình có sẵn,
LoadLbl,Tải,
SlotLbl,Đội Hình,
OverwritePreset,Chưởng môn lưu thông tin đội hình mới đè lên vị trí này!,
LoadFormationBtn,Lưu/Tải đội hình,
ConfirmLoadFormation,"Đội hình này có cả những đệ tử đã sử dụng trang bị, Thánh Khí và Thần Thú, có thể ảnh hưởng đến những đội hình ở tính năng khác, xác nhận vẫn ghi đè lên?",
FormationEmpty,Chưởng môn cần xếp đội hình để tiếp tục!,
LoadWithoutEquipment,Chỉ tải đệ tử,
LKChuaVOBXHClanBossKyLan,Bang hội của Chưởng Môn chưa nằm trong Bảng Xếp Hạng!,
BXHClanBossKyLanSoThanhVien,{0} thành viên tham gia,
,,
,,
,,
,,
,,
LoadFormationPresetInvalid,"Đội hình không đúng yêu cầu, không thể sử dụng ở đây!",
LoadPresetSuccess,Tải đội hình thành công,
ThanhKhiSieuCapVoDichRequire,"Cần đạt Quán Quân lần nữa để mở khóa cấp độ cho Hoàng Kim Giáp, mỗi lần đạt Quán Quân sẽ được nâng cấp Hoàng Kim Giáp 1 lần.",
Thanh,Thánh,
Thanh1,Thánh ,
Thanh2,Thánh ,
Thanh3,Thánh ,
Thanh4,Thánh ,
Thanh5,Thánh ,
GiaoDichKNBTitle,Thương Nhân Lệnh Bài,
BtnTangHanMucLbl,TĂNG HẠN MỨC,
BtnGuiKNB,GỬI KNB,
BtnNhanKNB,NHẬN KNB,
HanMucNhanLbl,Hạn mức nhận:,
GiaoDichKNBInfoLbl,Giao dịch chỉ khả dụng đối với hảo hữu!,
HanMucGuiLbl,Hạn mức gửi:,
NgươiNhanLbl,Người nhận,
TenNguoiDoiLbl,TÊN NGƯỜI CHƠI,
SoKNBGuiDiLbl,Số KNB gửi đi,
BtnNhanLbl,NHẬN,
BtnGuiLbl,GỬI,
KNBDaGuiLabel,Đã gửi:,
KNBDaNhanLabel,Đã nhận:,
KNBTimeTile,Thời gian tác dụng:,
KNBTitle_lenhbaiknbtuan,Lệnh Bài Tuần,
KNBTitle_lenhbaiknbthang,Lệnh Bài Tháng,
MuaLenhBaiBtn,Mua Lệnh Bài,
LichSuGiaoDichBtn,Lịch sử giao dịch,
LenhBaiSendKNBTimeInvalidMsg,Chưởng môn vui lòng mua Lệnh Bài để gửi KNB!,
LenhBaiSendKNBLimitInvalidMsg,Chưởng môn đã sử dụng hết hạn mức gửi!,
LenhBaiReceiveKNBLimitInvalidMsg,Chưởng môn không đủ hạn mức để nhận KNB!,
KNBRemainTimeTile,Thời gian còn lại:,
LenhBaiReceiveKNBTimeInvalidMsg,Chưởng môn vui lòng mua Lệnh Bài để nhận KNB!,
LenhBaiSendKNBLimitOverMsg,Chưởng môn không đủ hạn mức để gửi KNB!,
SendKNBInvalidKNBValueMsg,Số lượng KNB không hợp lệ!,
SendKNBNotEnoughKNBValueMsg,Chưởng môn không đủ số lượng KNB để gửi!,
SendKNBConfirmMsg,Chưởng môn muốn gửi,
SendKNBErrorMsg,Có lỗi xảy ra!,
SendKNBConfirmMsg2,tới Chưởng môn:,
SendKNBSuccessMsg,Chưởng môn đã gửi KNB  thành công!,
ChuaNhanKNBLabel,Chưa nhận,
DaNhanKNBLabel,Đã nhận,
LenhBaiTimeOut,Đã hết!,
,,
,,
,,
,,
,,
TamBao_Map1,THIẾU LÂM TỰ,
TamBao_Map2,CÁI BANG TỔNG ĐÀ,
TamBao_Map3,NGA MY SƠN,
TamBao_Map4,VÕ ĐANG SƠN,
TamBao_Map5,NGŨ ĐỘC GIÁO,
TamBao_Map6,DI HOA CUNG,
TamBao_Map7,ĐƯỜNG MÔN CẤM ĐỊA,
UnlockLvlThanhKhiSieuCap,Có thể nâng cấp thánh khí siêu cấp lên lvl {0} ,
TinhNangLDCN,"ĐƠN ĐẤU\n - Vòng loại: Các chưởng môn có hạng Luận Kiếm đạt Thái Cổ, Thượng Cổ và 12 Chưởng Môn mạnh nhất của hạng Truyền Thuyết được xếp vào thi đấu với nhau, thứ hạng này được chốt vào 21h ngày Chủ Nhật.\n - Vòng Chung kết: Các nhân sĩ được quyền chọn nhóm thi đấu trong bảng đơn đấu.\n - Phần thưởng sẽ được trả về cho người chơi sau mỗi vòng loại, 32 - 16 - 8 - Tứ Kết - Bán Kết - Chung Kết.\n - Hoạt động diễn ra theo Cụm máy chủ.\n - Chưởng Môn được quyền thay đổi đội hình trước khi thi đấu.
ĐƠN ĐẤU SIÊU CẤP\n - Vòng loại: 4 Chưởng Môn mạnh nhất trong hạng Thái Cổ của Luận Kiếm được tham gia Đơn Đấu Siêu Cấp, số lượng có thể thay đổi tùy theo giai đoạn. Đội hình sẽ được chốt vào 21h tối thứ 4 hàng tuần.\n - Vòng Chung kết: Các nhân sĩ được chọn vị trí thi đấu của mình trong bảng đấu ở vòng đầu tiên, đấu loại trực tiếp lấy 2 người vào chung kết.\n - Phần thưởng sẽ được trả về cho người chơi sau mỗi vòng.\n - Chưởng Môn được quyền thay đổi đội hình trước khi thi đấu.\n Nếu đạt Quán Quân của Đơn Đấu Siêu Cấp, Chưởng Môn có thể nhận được 1 siêu cấp Thánh Khí - Hoàng Kim Giáp, chỉ xuất hiện ở giải đấu này. Hoàng Kim Giáp chỉ có thể được mở khóa nâng cấp khi Chưởng Môn đạt Quán Quân lần nữa, mỗi lần đạt Quán Quân sẽ được mở khóa Hoàng Kim Giáp thêm 1 sao, sau đó sử dụng Khí Linh để nâng cấp như bình thường. Mỗi Chưởng Môn chỉ có thể sở hữu 1 Hoàng Kim Giáp.\n Nhân sĩ tham gia cần sử dụng 3 đội hình để tranh tài tại Đơn Đấu Siêu Cấp.",
LuanKiem3DHDesc,"Đấu Trường siêu cấp, mỗi Chưởng Môn cần 18 đệ tử, xếp vào 3 đội hình để chiến đấu với những môn phái khác, thắng 2 trận thì được tính là chiến thắng.\n Mỗi 10 phút, các Chưởng Môn nhận được 1 lượng điểm Quân Công khác nhau tùy theo thứ hạng của mình.\n Chưởng Môn khiêu chiến với những môn phái ở vị trí cao hơn để chiếm vị trí.\n Bảng xếp hạng sẽ dựa theo số lượng Quân Công mà Chưởng Môn có được, Quân Công càng nhiều thứ hạng càng cao.\n Ngày Chủ Nhật sẽ ngừng cập nhật bảng xếp hạng và trả thưởng cho các môn phái theo thứ hạng của mình, hạng càng cao thưởng càng nhiều.",
,,
EventNapDungMoc40Title,Nạp Đúng Mốc,
EventNapDungMoc40Desc,Nạp Đúng Mốc,
EventNapDungMoc40BonusInfo,,
EventNapDungMoc40_DaNap,(Đã nạp: {0}/{1}),
SupportEventNapDungMoc40Title,Nạp Đúng Mốc,
SupportEventNapDungMoc40Description,"Người chơi nạp Ngọc nếu đạt được đúng mốc trong danh sách có thể nhận thưởng.\n Mỗi mốc có giá trị khác nhau, người chơi chỉ được nhận thưởng 1 mốc mỗi lần nạp.\n Mỗi mốc nạp có số lượt nhận thưởng nhất định, nhận hết thì sẽ không nhận được thưởng mốc đó nữa.",
,,
,,
,,
ReplayTitle_Campaign,Giang Hồ,
ReplayDesc_Campaign,Chương {0},
ReplayTitle_BossDongNhan,Đồng Nhân,
ReplayDesc_BossDongNhan,,
ReplayTitle_LuanKiem,Hoa Sơn Luận Kiếm,
ReplayDesc_LuanKiem,Giao chiến cùng chưởng môn {0},
ReplayTitle_RiftBoss,Giang Hồ Cao Thủ,
ReplayDesc_RiftBoss,Xem lại trận đấu,
ReplayTitle_ClanWar,Bang Chiến,
ReplayDesc_ClanWar,Xem lại trận đấu,
ReplayTitle_HuyetChien,Huyết Chiến,
ReplayDesc_HuyetChien,Xem lại trận đấu,
ReplayTitle_SkyTower,Hắc Mộc Nhai,
ReplayDesc_SkyTower,Xem lại trận đấu,
ReplayTitle_SacredTomb,Bí Cảnh,
ReplayDesc_SacredTomb,Bí cảnh Chương {0},
ReplayTitle_Dungeon,Truyền Tống Trận,
ReplayDesc_Dungeon,Xem lại trận đấu,
ReplayTitle_TiThi,Tỉ Thí,
ReplayDesc_TiThi,Xem lại trận đấu,
ReplayTitle_TamBao,Cấm Địa Môn Phái,
ReplayDesc_TamBao,{0} - Ải {1},
ReplayTitle_ThatTinhDai,Thất Tinh Trận,
ReplayDesc_ThatTinhDai,{0} - Tầng {1},
ReplayTitle_LuanKiem3DoiHinh,Đấu Trường Đỉnh Cao,
ReplayDesc_LuanKiem3DoiHinh,Xem lại trận đấu,
,,
THAN_CONG_CAI_THE,Thần Công Cái Thế,
CUU_AM_CHAN_KINH,Cửu Âm Chân Kinh,
,,
ROLE_NhatDang,Nhất Đăng Đại Sư,
,,
ROLE_NhatDang_guide,"Từng là Hoàng Đế Đại Lý, nổi danh với Nhất Dương Chỉ",
ROLE_HoangDuocSu,Hoàng Dược Sư,
ROLE_HoangDuocSu_des,Đào Hoa Đảo Chủ,
ROLE_HoangDuocSu_guide,"Đảo chủ Đào Hoa Đảo, tinh thông cầm kỳ thi họa, võ công tà dị khó dò",
ROLE_AuDuongPhong,Âu Dương Phong,
ROLE_AuDuongPhong_des,Bạch Đà Chi Chủ,
ROLE_AuDuongPhong_guide,"Chủ nhân của Bạch Đà Sơn ở Tây Vực, nổi danh với dùng độc",
ROLE_VuongTrungDuong,Vương Trùng Dương,
ROLE_VuongTrungDuong_des,Toàn Chân Sư Tổ,
ROLE_VuongTrungDuong_guide,"Khai phái tổ sư của Toàn Chân Giáo, chỉ với Toàn Chân Kiếm Pháp và Tiên Thiên Công mà chấn nhiếp giang hồ",
ROLE_KimLuanPhapVuong,Kim Luân Pháp Vương,
ROLE_KimLuanPhapVuong_des,Mật Tông Cao Thủ,
ROLE_KimLuanPhapVuong_guide,"Đệ nhất quốc sư Mông Cổ, sử dụng Kim Luân làm binh khí, sau này luyện thành Long Tượng Bát Nhã Công là 1 môn võ công đã thất truyền từ lâu",
ROLE_TaoDiaTang,Tảo Địa Tăng,
ROLE_TaoDiaTang_des,Thần Công Cái Thế,
ROLE_TaoDiaTang_guide,"Đại sư thần bí xuất hiện ở Tàng Kinh Các của Thiếu Lâm Tự, võ công thâm bất khả trắc",
ROLE_ChuChiNhuoc,Chu Chỉ Nhược,
ROLE_ChuChiNhuoc_des,Nga Mi Thiếu Nữ,
ROLE_ChuChiNhuoc_guide,"Chưởng môn đời thứ 4 của phái Nga Mi, đệ tử của Diệt Tuyệt Sư Thái, là 1 nữ tử tuyệt sắc",
ThanhKhi_HoangKimGiap,Hoàng Kim Giáp,
ThanhKhi_HoangKimGiap_des,Hoàng Kim Giáp,
,,
OfferCampaign_31,Ảo Mộng Kho Báu,
OfferCampaign_32,Mộng Chi Bảo,
OfferCampaign_33,Hiệp Khách Rương,
OfferCampaign_34,Kiếm,
OfferCampaign_35,Tụ Hiền,
TOKEN_PVP3DH,Quân Công,
TOKEN_PVP3DH_des,"Nhận được khi chiếm các vị trí trên bảng Đấu Trường Đỉnh Cao, không được sử dụng ở Thương Thành",
LuotDanhLK3,Lượt Khiêu Chiến,
LuotDanhLK3_des,Tiêu tốn khi khiêu chiến Đấu Trường Đỉnh Cao,
,,
,,
LuotDanhLaiLbl,Lượt đánh lại:,
FloorLbl,Tầng,
DoiButtonLbl2,ĐỔI,
,,
CongThanhChienTitle,Công Thành Chiến,
SupportEventHiepKhachDaoTitle,HIỆP KHÁCH ĐẢO,
SupportEventHiepKhachDaoDescription,"Sự kiện mới, các Chưởng Môn sẽ lên Hiệp Khách Đảo so tài.\n Các Chưởng Môn sẽ sử dụng các đệ tử riêng do Hiệp Khách Đảo cung cấp để vượt qua các cửa ải của đảo.\n Mỗi Chưởng Môn được cấp 9 đệ tử, có 10 lượt để chọn lại đệ tử cho đến khi nào nhận được đội hình ưng ý trong ngayf. Khi thất bại lúc vượt ải, người chơi được đánh lại 1 số lần nhất định tùy đợt, hết số lần đánh lại thì không được vượt ải nữa.",
EventHiepKhachDaoTitle,Hiệp Khách Đảo,
EVENT_HKD_HET_LUOT_ROLL,Đã hết lượt thay đổi đội hình,
SkillUnlockRank,[ff0000] (Mở khóa ở cấp độ {0} và Phẩm đạt Thánh Cấp) [-]\n\n,
AutoAscendTitle,Tự động Thăng Phẩm,
AutoAscendConfirm,Chưởng môn muốn tự động Thăng Phẩm?,
PHYSICAMP,Bỏ qua Kháng Sát Thương Đánh Thường,
MAGICAMP,Bỏ qua Kháng Chiêu Thức,
STATUSAMP,Bỏ qua Kháng Trạng Thái Xấu,
RankFilterBtn,Chọn Phẩm,
RankFilter_All,Tất cả,
VuotAiHiepKhachDaoSuccess,Chưởng môn đã vượt ải thành công!,
BattleLose5,QUAY LẠI TƯỚNG,
DoiHinhHKDEmpty,"Đội hình trống, hãy mở 1 đội hình",
TotalTimeLbl,Tổng thời gian: ,
SupportTopHiepKhachDaoTitle,BẢNG XẾP HẠNG HIỆP KHÁCH ĐẢO,
SupportTopHiepKhachDaoDescription,"Điều kiện để có thể được xếp hạng tại Hiệp Khách Đảo:
- Số tầng càng cao thì hạng càng cao
- Nếu cùng số tầng thì sẽ tính tổng thời gian, Chưởng Môn nào có tổng thời gian nhỏ hơn thì xếp hạng cao hơn
- Nếu cùng tổng thời gian thì sẽ tính xem ai đến trước người đó xếp hạng cao hơn.",
NhanThuongBaoDanhConfirm,Chưởng môn hãy quay đội hình để có thể nhận được phần thưởng báo danh,
EVENT_HKD_CHUA_QUAY_HERO,Chưởng môn chưa quay đội hình tham gia sự kiện,
ConfirmQuayDoiHinhHiepKhachDao,"Chưởng môn có chắc chắn muốn chọn lại danh sách đệ tử? Các đệ tử đang sử dụng sẽ biến mất và thay bằng 9 đệ tử ngẫu nhiên khác, đội hình Hiệp Khách Đảo sẽ phải sắp xếp lại!",
KhamNamLb,KHẢM NẠM,
EVENT_HKD_HET_LUOT_DANH,Đã hết lượt đánh lại ở sự kiện này,
KhamNgocTrangBiDescription,"Bảo Thạch sẽ gia tăng chỉ số cho trang bị tùy theo loại ngọc và loại trang bị.
Trang bị phẩm Giáp trở lên mới có thể sử dụng tính năng Khảm Nạm
Hồng Bảo Thạch: Tăng 100% Sức Tấn Công và Giảm Thủ 2%
Lam Bảo Thạch: Tăng 100% Phòng Thủ và Kháng Bạo Kích 2%
Lục Bảo Thạch: Tăng 100% Sinh Lực và Kháng Trạng Thái Xấu 2%
Hồng Lam Thạch: Tăng 100% Tấn Công và Phòng Thủ, tăng 2% Chính Xác
Hồng Lục Thạch: Tăng 100% Tấn Công và Sinh Lực, tăng 1% Tỉ Lệ Bạo Kích
Lục Lam Thạch: Tăng 100% Sinh Lực và Phòng Thủ, vào trận phục hồi 1% Sinh Lực Tối Đa mỗi 5s
Mỗi trang bị được khảm tối đa 3 Bảo Thạch, các bảo thành cùng loại chỉ số sẽ được cộng dồn.",
KhamNgocTrangBiTitle,Bảo Thạch,
KhamNgocLbUnlock,Mở khóa,
ITEM_HongBaoThach,Hồng Bảo Thạch,
ITEM_HongBaoThach_des,-Tăng 100% Sức Tấn Công cho trang bị\n-Tăng {0}% Bỏ qua Phòng Thủ\n-Cần khảm vào trang bị có dòng Tấn Công,
ITEM_HoangBaoThach,Lục Bảo Thạch,
ITEM_HoangBaoThach_des,-Tăng 100% Sinh Lực cho trang bị\n-Tăng {0}% Kháng Trạng Thái Xấu\n-Cần khảm vào trang bị có dòng Sinh Lực,
ITEM_LamBaoThach,Lam Bảo Thạch,
ITEM_LamBaoThach_des,-Tăng 100% Phòng Thủ cho trang bị\n-Tăng {0}% Kháng Bạo Kích\n-Cần khảm vào trang bị có dòng Phòng Ngự,
,,
MaxPlayerEXP,Tối Đa,
EventBossKyLan,Kỳ Lân Yêu Thú,
ThuyKyLan,Thủy Kỳ Lân,
HoaKyLan,Hỏa Kỳ Lân,
HonDonKyLan,Hỗn Độn Kỳ Lân,
